Foodstatus_ID,Foodstatus,Schooling_year,Age,Household_size,Rainfed_area,Irrigated_area,Remittance,No_livestock,Infrastructure_index,Region_ID,Region,Sex_ID,Sex,Caste_ID,Caste,Livelihood_ID,Livlihood
1,Food sufficent,1,70,2,0,0,0,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,12,29,3,0,0,1000,0,0.989,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,9,53,3,0,0,150000,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,12,41,5,0,0,0,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,12,28,5,0,0,7000,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,6,45,6,0,0,0,0,0.995,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,0,54,3,0,0,0,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,7,40,4,0,0,0,0,0.998,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,0,30,3,0,0,0,0,0.988,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,9,48,5,0,0,15000,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,0,35,7,0,0.06673,0,0,0.974,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,15,55,4,0,0,0,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,9,40,2,0,0,0,0,0.992,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,15,71,9,0,0,0,0,0.995,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,16,43,4,0,0,0,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,12,29,1,0,0,0,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,12,36,4,0,0,0,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,15,40,3,0,0,0,0,0.993,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,7,50,5,0,0,0,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,15,22,2,0,0,1.00E+05,0,0.996,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,11,22,2,0,0,0,0,0.989,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,6,23,6,8.0076,0.53384,0,1.4,0.988,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,12,27,2,0,0,0,0,0.998,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,12,52,4,0,0,0,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,15,22,2,0,0,519000,0,0.995,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,15,26,5,0,0,1.00E+05,0,0.998,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,7,55,6,0,0,0,0,0.993,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,17,28,3,0,0,0,0,0.992,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,2,25,1,0,0,0,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,4,61,3,0,0,0,0,0.996,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,15,52,3,0,0,40000,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,0,26,4,0,0,0,0,0.966,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,10,37,3,0,0,0,0,0.998,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,17,33,5,0,0,2500,0,0.993,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,11,34,2,0,0,0,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,1,44,4,0,0,0,0,0.998,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,15,28,4,0,0,0,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,10,47,5,0,0,0,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,15,19,2,0,0,185000,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,8,56,3,0,0,0,0.33,0.998,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,17,47,5,0,0,0,0,0.997,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,15,53,4,0,0,0,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,0,65,4,0,0,39500,0,0.994,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,11,54,4,0,0,0,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,9,42,5,0,0,0,0,0.995,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,0,60,6,0.0635875,0.0985606,0,3.7,0.896,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,12,29,1,0,0,150000,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,12,41,8,0,0.40696,0,0,0.992,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,10,37,4,0,0,0,0,0.987,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,11,72,6,0,0,0,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,6,45,7,0,0,0,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,15,37,4,0,0,0,0.02,0.992,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,10,68,4,0,0,0,0,0.998,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,12,28,3,0,0,0,0,0.992,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,9,32,2,0,0,50000,0,0.989,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,11,35,3,0,0,0,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,8,34,4,0,0,0,0,0.998,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,0,66,6,0,0,56000,4.71,0.994,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,17,26,2,0,0,60000,0,0.991,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,0,40,5,0,0,0,0.15,0.99,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,15,53,3,0,0,0,0,0.998,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,5,42,1,0,0,0,0,0.99,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,7,40,6,0,0,0,0.1,0.993,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,7,34,4,0,0,0,0,0.99,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,15,52,6,0,0,0,0,0.994,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,10,35,4,0,0,0,0,0.996,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,11,38,5,0,0,0,0,0.996,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,9,30,4,0,0,0,0,0.995,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,11,32,4,0,0,2000,0,0.998,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,17,38,4,0,0,0,0,0.994,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,10,41,5,0,0,0,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,5,60,9,0,0,0,0,0.997,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,17,25,3,0.15261,1.47523,0,0,0.994,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,11,80,4,0,0,0,0,0.994,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,0,61,5,0,0,0,0,0.995,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,9,35,4,0,0,0,0,0.981,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,10,30,6,0,0,0,0,0.989,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,8,81,3,0,0,50000,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,6,29,4,0,0,0,0,0.996,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,11,41,6,0,0,0,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,9,42,4,0,0,0,0,0.992,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,17,45,3,0,0,0,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,5,60,2,0,0,25000,0.12,0.962,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,12,64,7,0,4.6711,0,0,0.997,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,11,48,5,0,0,0,0,0.998,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,4,30,2,0,0,0,0,0.983,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,15,62,3,0,0,57000,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,8,35,5,0,0,0,0,0.998,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,10,49,6,0,0,0,0,0.986,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,0,70,9,0,0,0,0,0.987,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,9,26,4,0,0,3000,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,17,47,4,0,0,0,3.5,0.99,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,2,39,3,0,0,0,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,15,50,4,0,0,0,0,0.997,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,0,54,3,0,0,0,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,15,54,7,0,0,145000,0,0.994,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,15,43,4,0,0,0,0,0.999,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,3,46,2,0,0,7500,0,0.992,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,15,40,4,0,0,0,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,10,34,3,0,0,3000,0,0.995,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,15,45,4,0,0,0,0,0.995,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,15,38,4,0,0,0,0,0.992,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,15,50,5,0,0,0,0,0.991,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,11,19,3,0,0,72000,0,0.995,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,11,50,3,0,0,0,0,0.995,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,8,32,4,0,0,0,0,0.992,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,0,76,8,0,2.6692,0,0,0.996,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,0,38,6,0,0,0,0.02,0.988,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,17,70,4,0,0,0,0,0.995,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,17,32,4,0,0,0,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,12,45,7,0,0,1200000,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,17,41,8,0,0,0,0,0.998,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,11,51,3,0,0,35000,0,0.995,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,11,64,3,0,0,0,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,10,32,4,0,0,0,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,12,66,5,0,0,0,0,0.998,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,10,32,3,0,0,0,0,0.993,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,12,27,4,0,0,0,0,0.995,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,12,34,3,0,0,0,0,0.997,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,4,30,3,0,0,0,0,0.995,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,12,31,5,0,0,5000,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,11,25,4,0,0,0,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,0,45,4,0.91566,0.91566,48000,4.6,0.927,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,0,51,6,0,0,0,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,5,41,4,0,0,0,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,15,52,6,0.05087,0.076305,0,0,0.988,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,2,37,3,0.61044,0,0,0,0.996,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,17,27,2,0,0,0,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,10,64,4,0,0,0,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,12,50,5,0,0,0,0,0.992,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,15,58,2,0,0,0,0,0.992,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,7,36,7,0,0,0,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,12,51,4,0,0,0,0,0.991,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,0,75,4,0.767395,1.301235,120000,2.5,0.987,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,10,48,4,0,4.0038,0,0.08,0.988,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,0,56,4,0,0,5600,2.1,0.987,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,11,27,4,0,0,3000,0,0.996,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,7,40,4,0,0,2500,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,1,29,4,0,0,0,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,0,70,7,0,0,0,0,0.995,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,17,62,3,0,0,830000,0,0.998,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,0,40,5,0,0.025435,0,0,0.997,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,15,28,2,0,0,14400,0,0.984,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,15,56,8,0,0,0,0,0.993,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,15,42,5,0,0,0,0,0.992,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,0,65,2,0,0,0,0.02,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,4,65,7,0,0,0,0,0.995,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,15,37,4,0,0,0,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,6,43,4,0,0.25435,0,0,0.995,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,11,33,4,0,0,0,0,0.996,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,6,46,12,0,0,6500,0.3,0.987,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,12,20,2,0,0,22000,0,0.99,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,15,50,2,0,0,0,0,0.991,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,4,77,4,0,0,0,0,0.995,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,5,54,3,0,0,0,0,0.992,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,4,28,8,0,0,0,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,3,35,3,0,0,0,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,12,56,1,0,0,0,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,17,61,4,0,0,0,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,10,56,3,0,0,0,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,15,46,5,0,0,0,0,0.996,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,8,50,9,0,0,0,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,9,36,3,0,0,0,2.1,0.982,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,7,40,4,0,0,0,0,0.998,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,10,55,7,0,0,0,0.7,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,15,30,4,0,0,0,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,12,66,5,0,0,0,0,0.998,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,8,35,5,0,0,1000,0,0.992,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,6,25,3,0,0,0,0,0.991,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,17,37,4,0,0,0,0,0.998,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,10,44,3,0,0,0,0,0.993,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,0,56,4,0,0,5600,2.1,0.987,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,5,30,3,0,0,1200,0,0.995,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,11,46,2,0,0,622000,0.8,0.998,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,15,51,4,0,0,0,0,0.998,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,10,24,3,0,0,0,0,0.995,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,11,30,3,0,0,0,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,0,62,11,0,0,0,0,1,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,11,49,9,0,0,50000,0.12,0.997,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,15,33,4,0,0,0,0,0.991,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,0,32,5,0,0,0,0,0.995,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,5,46,6,0,0,0,0.85,0.994,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,5,42,6,0,0,0,0,0.991,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,0,35,6,0,0,5000,0.1,0.998,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,11,58,8,0,0,0,0,0.99,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,11,48,5,0,0,0,0,0.997,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
1,Food sufficent,12,59,7,0,0,0,0,0.992,1,Central,0,Male,1,Janjati caste,0,Non Agriculture Household
