"id.layer_local_c","dataset.code_ascii_txt","id.layer_uuid_txt","longitude.point_wgs84_dd","latitude.point_wgs84_dd","layer.sequence_usda_uint16","layer.upper.depth_usda_cm","layer.lower.depth_usda_cm","observation.date.begin_iso.8601_yyyy.mm.dd","observation.date.end_iso.8601_yyyy.mm.dd","surveyor.title_utf8_txt","id.project_ascii_txt","id.location_olc_txt","layer.texture_usda_txt","pedon.taxa_usda_txt","horizon.designation_usda_txt","longitude.county_wgs84_dd","latitude.county_wgs84_dd","location.point.error_any_m","location.country_iso.3166_txt","observation.ogc.schema.title_ogc_txt","observation.ogc.schema_idn_url","surveyor.contact_ietf_email","surveyor.address_utf8_txt","dataset.title_utf8_txt","dataset.owner_utf8_txt","dataset.address_idn_url","dataset.doi_idf_url","dataset.license.title_ascii_txt","dataset.license.address_idn_url","dataset.contact.name_utf8_txt","dataset.contact_ietf_email","id.dataset.site_ascii_txt","id_mir","id_vis","id_neon"
"49494","KSSL.SSL","123d36e68dbdea764b4854b1e4d0d644",-67.1185556,18.4345,NA,0,16,2009-01-01,2009-12-31,"USDA NRCS staff","KSSL: Benchmark Study","77CJCVMJ+QH","","Fine, kaolinitic, isohyperthermic Typic Paleudult","Ap",-67.11292,18.44964,30,"USA","Open Soil Spectroscopy Library","https://soilspectroscopy.github.io","rich.ferguson@usda.gov","USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE","Kellogg Soil Survey Laboratory database","USDA, Soil and Plant Science Division, National Soil Survey Center","http://ncsslabdatamart.sc.egov.usda.gov/","https://doi.org/10.2136/sssaj2019.06.0205","CC-BY","https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx","Scarlett Murphy","Scarlett.Murphy@usda.gov","12328",TRUE,FALSE,FALSE
"49495","KSSL.SSL","6ccc783ef03fdc118c33358e6f7ab270",-67.1185556,18.4345,NA,16,28,2009-01-01,2009-12-31,"USDA NRCS staff","KSSL: Benchmark Study","77CJCVMJ+QH","","Fine, kaolinitic, isohyperthermic Typic Paleudult","AB",-67.11292,18.44964,30,"USA","Open Soil Spectroscopy Library","https://soilspectroscopy.github.io","rich.ferguson@usda.gov","USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE","Kellogg Soil Survey Laboratory database","USDA, Soil and Plant Science Division, National Soil Survey Center","http://ncsslabdatamart.sc.egov.usda.gov/","https://doi.org/10.2136/sssaj2019.06.0205","CC-BY","https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx","Scarlett Murphy","Scarlett.Murphy@usda.gov","12328",TRUE,FALSE,FALSE
"49496","KSSL.SSL","3549403c02fea9db4cd9997caff230e4",-67.1185556,18.4345,NA,28,78,2009-01-01,2009-12-31,"USDA NRCS staff","KSSL: Benchmark Study","77CJCVMJ+QH","","Fine, kaolinitic, isohyperthermic Typic Paleudult","Bt1",-67.11292,18.44964,30,"USA","Open Soil Spectroscopy Library","https://soilspectroscopy.github.io","rich.ferguson@usda.gov","USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE","Kellogg Soil Survey Laboratory database","USDA, Soil and Plant Science Division, National Soil Survey Center","http://ncsslabdatamart.sc.egov.usda.gov/","https://doi.org/10.2136/sssaj2019.06.0205","CC-BY","https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx","Scarlett Murphy","Scarlett.Murphy@usda.gov","12328",TRUE,FALSE,FALSE
"49497","KSSL.SSL","9c9e4b83c91143a1cfe7729b8e5f61c4",-67.1185556,18.4345,NA,78,108,2009-01-01,2009-12-31,"USDA NRCS staff","KSSL: Benchmark Study","77CJCVMJ+QH","","Fine, kaolinitic, isohyperthermic Typic Paleudult","Bt2",-67.11292,18.44964,30,"USA","Open Soil Spectroscopy Library","https://soilspectroscopy.github.io","rich.ferguson@usda.gov","USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE","Kellogg Soil Survey Laboratory database","USDA, Soil and Plant Science Division, National Soil Survey Center","http://ncsslabdatamart.sc.egov.usda.gov/","https://doi.org/10.2136/sssaj2019.06.0205","CC-BY","https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx","Scarlett Murphy","Scarlett.Murphy@usda.gov","12328",TRUE,FALSE,FALSE
"49498","KSSL.SSL","8e5d588c4859d980e0b96bc5d9c89237",-67.1185556,18.4345,NA,108,133,2009-01-01,2009-12-31,"USDA NRCS staff","KSSL: Benchmark Study","77CJCVMJ+QH","","Fine, kaolinitic, isohyperthermic Typic Paleudult","Bt3",-67.11292,18.44964,30,"USA","Open Soil Spectroscopy Library","https://soilspectroscopy.github.io","rich.ferguson@usda.gov","USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE","Kellogg Soil Survey Laboratory database","USDA, Soil and Plant Science Division, National Soil Survey Center","http://ncsslabdatamart.sc.egov.usda.gov/","https://doi.org/10.2136/sssaj2019.06.0205","CC-BY","https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx","Scarlett Murphy","Scarlett.Murphy@usda.gov","12328",TRUE,FALSE,FALSE
"49499","KSSL.SSL","d6692751c18eeedbb48ddd145beee8fb",-67.1185556,18.4345,NA,133,164,2009-01-01,2009-12-31,"USDA NRCS staff","KSSL: Benchmark Study","77CJCVMJ+QH","","Fine, kaolinitic, isohyperthermic Typic Paleudult","Bt4",-67.11292,18.44964,30,"USA","Open Soil Spectroscopy Library","https://soilspectroscopy.github.io","rich.ferguson@usda.gov","USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE","Kellogg Soil Survey Laboratory database","USDA, Soil and Plant Science Division, National Soil Survey Center","http://ncsslabdatamart.sc.egov.usda.gov/","https://doi.org/10.2136/sssaj2019.06.0205","CC-BY","https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx","Scarlett Murphy","Scarlett.Murphy@usda.gov","12328",TRUE,FALSE,FALSE
"49500","KSSL.SSL","25d2687bb6be564003a8322a2bd054a8",-67.1185556,18.4345,NA,164,200,2009-01-01,2009-12-31,"USDA NRCS staff","KSSL: Benchmark Study","77CJCVMJ+QH","","Fine, kaolinitic, isohyperthermic Typic Paleudult","Bt5",-67.11292,18.44964,30,"USA","Open Soil Spectroscopy Library","https://soilspectroscopy.github.io","rich.ferguson@usda.gov","USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE","Kellogg Soil Survey Laboratory database","USDA, Soil and Plant Science Division, National Soil Survey Center","http://ncsslabdatamart.sc.egov.usda.gov/","https://doi.org/10.2136/sssaj2019.06.0205","CC-BY","https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx","Scarlett Murphy","Scarlett.Murphy@usda.gov","12328",TRUE,FALSE,FALSE
"49501","KSSL.SSL","9dfe84d7ee125b4cc62d997a69e2120a",-67.1174722,18.4347778,NA,0,30,2009-01-01,2009-12-31,"USDA NRCS staff","KSSL: Benchmark Study","77CJCVMM+W2","","Clayey, mixed, active, isohyperthermic, shallow Typic Haprendoll","Ap",-67.11292,18.44964,30,"USA","Open Soil Spectroscopy Library","https://soilspectroscopy.github.io","rich.ferguson@usda.gov","USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE","Kellogg Soil Survey Laboratory database","USDA, Soil and Plant Science Division, National Soil Survey Center","http://ncsslabdatamart.sc.egov.usda.gov/","https://doi.org/10.2136/sssaj2019.06.0205","CC-BY","https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx","Scarlett Murphy","Scarlett.Murphy@usda.gov","12329",TRUE,FALSE,FALSE
"49510","KSSL.SSL","1fc2cc726890b5208ea56a7c3c547903",-67.1492222,18.37975,NA,0,20,2009-01-01,2009-12-31,"USDA NRCS staff","KSSL: Benchmark Study","77CJ9VH2+W8","","Fine, kaolinitic, isohyperthermic Typic Hapludult","Ap",-67.182975,18.364205,30,"USA","Open Soil Spectroscopy Library","https://soilspectroscopy.github.io","rich.ferguson@usda.gov","USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE","Kellogg Soil Survey Laboratory database","USDA, Soil and Plant Science Division, National Soil Survey Center","http://ncsslabdatamart.sc.egov.usda.gov/","https://doi.org/10.2136/sssaj2019.06.0205","CC-BY","https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx","Scarlett Murphy","Scarlett.Murphy@usda.gov","12331",TRUE,FALSE,FALSE
"49511","KSSL.SSL","3ad01523452d728ccff5d4a3340237ab",-67.1492222,18.37975,NA,20,36,2009-01-01,2009-12-31,"USDA NRCS staff","KSSL: Benchmark Study","77CJ9VH2+W8","","Fine, kaolinitic, isohyperthermic Typic Hapludult","Bt1",-67.182975,18.364205,30,"USA","Open Soil Spectroscopy Library","https://soilspectroscopy.github.io","rich.ferguson@usda.gov","USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE","Kellogg Soil Survey Laboratory database","USDA, Soil and Plant Science Division, National Soil Survey Center","http://ncsslabdatamart.sc.egov.usda.gov/","https://doi.org/10.2136/sssaj2019.06.0205","CC-BY","https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx","Scarlett Murphy","Scarlett.Murphy@usda.gov","12331",TRUE,FALSE,FALSE
"49512","KSSL.SSL","7e3c956734f036137d778eeb4fdfa10e",-67.1492222,18.37975,NA,36,53,2009-01-01,2009-12-31,"USDA NRCS staff","KSSL: Benchmark Study","77CJ9VH2+W8","","Fine, kaolinitic, isohyperthermic Typic Hapludult","Bt2",-67.182975,18.364205,30,"USA","Open Soil Spectroscopy Library","https://soilspectroscopy.github.io","rich.ferguson@usda.gov","USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE","Kellogg Soil Survey Laboratory database","USDA, Soil and Plant Science Division, National Soil Survey Center","http://ncsslabdatamart.sc.egov.usda.gov/","https://doi.org/10.2136/sssaj2019.06.0205","CC-BY","https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx","Scarlett Murphy","Scarlett.Murphy@usda.gov","12331",TRUE,FALSE,FALSE
"49513","KSSL.SSL","73ea191b191476ab961b18970cf963b2",-67.1492222,18.37975,NA,53,69,2009-01-01,2009-12-31,"USDA NRCS staff","KSSL: Benchmark Study","77CJ9VH2+W8","","Fine, kaolinitic, isohyperthermic Typic Hapludult","Bt3",-67.182975,18.364205,30,"USA","Open Soil Spectroscopy Library","https://soilspectroscopy.github.io","rich.ferguson@usda.gov","USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE","Kellogg Soil Survey Laboratory database","USDA, Soil and Plant Science Division, National Soil Survey Center","http://ncsslabdatamart.sc.egov.usda.gov/","https://doi.org/10.2136/sssaj2019.06.0205","CC-BY","https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx","Scarlett Murphy","Scarlett.Murphy@usda.gov","12331",TRUE,FALSE,FALSE
"49514","KSSL.SSL","a570721f1a0a86ce739ca3138858a283",-67.1492222,18.37975,NA,69,104,2009-01-01,2009-12-31,"USDA NRCS staff","KSSL: Benchmark Study","77CJ9VH2+W8","","Fine, kaolinitic, isohyperthermic Typic Hapludult","Btv1",-67.182975,18.364205,30,"USA","Open Soil Spectroscopy Library","https://soilspectroscopy.github.io","rich.ferguson@usda.gov","USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE","Kellogg Soil Survey Laboratory database","USDA, Soil and Plant Science Division, National Soil Survey Center","http://ncsslabdatamart.sc.egov.usda.gov/","https://doi.org/10.2136/sssaj2019.06.0205","CC-BY","https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx","Scarlett Murphy","Scarlett.Murphy@usda.gov","12331",TRUE,FALSE,FALSE
"49515","KSSL.SSL","0d230a160df50208ac8e4f75d6c84212",-67.1492222,18.37975,NA,104,135,2009-01-01,2009-12-31,"USDA NRCS staff","KSSL: Benchmark Study","77CJ9VH2+W8","","Fine, kaolinitic, isohyperthermic Typic Hapludult","Btv2",-67.182975,18.364205,30,"USA","Open Soil Spectroscopy Library","https://soilspectroscopy.github.io","rich.ferguson@usda.gov","USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE","Kellogg Soil Survey Laboratory database","USDA, Soil and Plant Science Division, National Soil Survey Center","http://ncsslabdatamart.sc.egov.usda.gov/","https://doi.org/10.2136/sssaj2019.06.0205","CC-BY","https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx","Scarlett Murphy","Scarlett.Murphy@usda.gov","12331",TRUE,FALSE,FALSE
"49516","KSSL.SSL","0373b7f3acd05a60817c44bc07a22390",-67.1492222,18.37975,NA,135,163,2009-01-01,2009-12-31,"USDA NRCS staff","KSSL: Benchmark Study","77CJ9VH2+W8","","Fine, kaolinitic, isohyperthermic Typic Hapludult","Btv3",-67.182975,18.364205,30,"USA","Open Soil Spectroscopy Library","https://soilspectroscopy.github.io","rich.ferguson@usda.gov","USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE","Kellogg Soil Survey Laboratory database","USDA, Soil and Plant Science Division, National Soil Survey Center","http://ncsslabdatamart.sc.egov.usda.gov/","https://doi.org/10.2136/sssaj2019.06.0205","CC-BY","https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx","Scarlett Murphy","Scarlett.Murphy@usda.gov","12331",TRUE,FALSE,FALSE
"49569","KSSL.SSL","dcccdcebbd4803779c89d1432de197a3",-82.0679703,34.8662224,NA,0,8,2009-01-01,2009-12-31,"USDA NRCS staff","KSSL: Spartanburg Co.","866VVW8J+FR","Sandy loam","Fine, kaolinitic, thermic Typic Kanhapludult","A",-81.96902,34.888235,30,"USA","Open Soil Spectroscopy Library","https://soilspectroscopy.github.io","rich.ferguson@usda.gov","USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE","Kellogg Soil Survey Laboratory database","USDA, Soil and Plant Science Division, National Soil Survey Center","http://ncsslabdatamart.sc.egov.usda.gov/","https://doi.org/10.2136/sssaj2019.06.0205","CC-BY","https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx","Scarlett Murphy","Scarlett.Murphy@usda.gov","12342",TRUE,FALSE,FALSE
"49570","KSSL.SSL","bb58adff19a1987263c9c9f42552fdc6",-82.0679703,34.8662224,NA,8,18,2009-01-01,2009-12-31,"USDA NRCS staff","KSSL: Spartanburg Co.","866VVW8J+FR","Sandy clay loam","Fine, kaolinitic, thermic Typic Kanhapludult","BE",-81.96902,34.888235,30,"USA","Open Soil Spectroscopy Library","https://soilspectroscopy.github.io","rich.ferguson@usda.gov","USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE","Kellogg Soil Survey Laboratory database","USDA, Soil and Plant Science Division, National Soil Survey Center","http://ncsslabdatamart.sc.egov.usda.gov/","https://doi.org/10.2136/sssaj2019.06.0205","CC-BY","https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx","Scarlett Murphy","Scarlett.Murphy@usda.gov","12342",TRUE,FALSE,FALSE
"49571","KSSL.SSL","f02cb77850d207132365ef07a05a02d3",-82.0679703,34.8662224,NA,18,38,2009-01-01,2009-12-31,"USDA NRCS staff","KSSL: Spartanburg Co.","866VVW8J+FR","Clay","Fine, kaolinitic, thermic Typic Kanhapludult","Bt1",-81.96902,34.888235,30,"USA","Open Soil Spectroscopy Library","https://soilspectroscopy.github.io","rich.ferguson@usda.gov","USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE","Kellogg Soil Survey Laboratory database","USDA, Soil and Plant Science Division, National Soil Survey Center","http://ncsslabdatamart.sc.egov.usda.gov/","https://doi.org/10.2136/sssaj2019.06.0205","CC-BY","https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx","Scarlett Murphy","Scarlett.Murphy@usda.gov","12342",TRUE,FALSE,FALSE
"49572","KSSL.SSL","57ea2e8becf076d114cdb3039b665a8e",-82.0679703,34.8662224,NA,38,69,2009-01-01,2009-12-31,"USDA NRCS staff","KSSL: Spartanburg Co.","866VVW8J+FR","Clay","Fine, kaolinitic, thermic Typic Kanhapludult","Bt2",-81.96902,34.888235,30,"USA","Open Soil Spectroscopy Library","https://soilspectroscopy.github.io","rich.ferguson@usda.gov","USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE","Kellogg Soil Survey Laboratory database","USDA, Soil and Plant Science Division, National Soil Survey Center","http://ncsslabdatamart.sc.egov.usda.gov/","https://doi.org/10.2136/sssaj2019.06.0205","CC-BY","https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx","Scarlett Murphy","Scarlett.Murphy@usda.gov","12342",TRUE,FALSE,FALSE
"49573","KSSL.SSL","6d68fac0743d7e889452dfbcc98f5912",-82.0679703,34.8662224,NA,63,69,2009-01-01,2009-12-31,"USDA NRCS staff","KSSL: Spartanburg Co.","866VVW8J+FR","","Fine, kaolinitic, thermic Typic Kanhapludult","Base Sat",-81.96902,34.888235,30,"USA","Open Soil Spectroscopy Library","https://soilspectroscopy.github.io","rich.ferguson@usda.gov","USDA-NRCS-NSSC, Federal Building, Room 152, Mail Stop, 100 Centennial Mall North, Lincoln, NE","Kellogg Soil Survey Laboratory database","USDA, Soil and Plant Science Division, National Soil Survey Center","http://ncsslabdatamart.sc.egov.usda.gov/","https://doi.org/10.2136/sssaj2019.06.0205","CC-BY","https://ncsslabdatamart.sc.egov.usda.gov/datause.aspx","Scarlett Murphy","Scarlett.Murphy@usda.gov","12342",TRUE,FALSE,FALSE
