ID,SOC,DEM,Slope,TPI,MAP,MAT,NDVI,NLCD,FRG
153,2.425,1943.213257,6.388082027,-1.420102596,335.3102112,11.35785007,0.211839944,Shrubland,Fire Regime Group III
154,1.293,1970.157715,2.354853392,-0.108235329,247.37323,9.662676811,0.153097853,Shrubland,Fire Regime Group III
155,2.759,1516.199951,11.0110321,-5.132051945,393.2549438,14.01098919,0.286339402,Shrubland,Fire Regime Group III
156,5.478,1404.97644,1.608724833,-0.354563445,385.1542664,11.79389477,0.347912341,Herbaceous,Fire Regime Group II
157,4.83,1574.089111,6.087800026,2.635663509,308.5285034,14.64173508,0.205071822,Shrubland,Fire Regime Group III
158,4.592,1221.068848,0.967039883,-0.379633427,465.6961365,12.14036465,0.573912621,Planted/Cultivated,Fire Regime Group II
159,6.288,2027.330566,0.895840585,6.333540916,1109.410767,3.394042492,0.463773489,Shrubland,Fire Regime Group III
160,0.73,848.8656616,1.056837201,0.082290597,193.9132233,11.95585823,0.554732025,Planted/Cultivated,Fire Regime Group II
161,0.485,1574.089111,6.087800026,-0.974408686,272.4752197,14.64173508,0.188993141,Shrubland,Fire Regime Group IV
162,1.015,1656.320801,3.64962554,-0.382503182,324.9333496,6.751989841,0.287773132,Shrubland,Fire Regime Group III
163,4.974,1442.376221,2.074910402,0.268126607,415.7359009,8.59010601,0.405050755,Herbaceous,Fire Regime Group II
164,2.771,2285.150635,9.571628571,9.453812599,473.7323914,7.92414999,0.519464135,Forest,Fire Regime Group IV
165,4.569,1251.51123,0.936136723,0.250002652,417.8522339,11.09724522,0.334431887,Herbaceous,Fire Regime Group II
166,16.147,1715.686646,1.637153149,0.858479381,352.6427612,11.0504837,0.274126977,Herbaceous,Fire Regime Group II
167,8.627,518.9393311,0.976250708,-0.465272009,733.1299438,13.10026836,0.526044607,Planted/Cultivated,Fire Regime Group II
168,5.46,808.7618408,0.753047287,0.237723008,471.3896484,12.43833351,0.484200716,Planted/Cultivated,Fire Regime Group II
169,3.595,1261.498779,0.981586695,-0.171226025,408.6112366,13.99341869,0.32496354,Planted/Cultivated,Fire Regime Group II
170,2.541,794.2210083,1.024565339,-0.394654453,481.3300171,12.55770874,0.522922873,Planted/Cultivated,Fire Regime Group II
171,3.595,699.2559814,0.976019144,-0.171226025,408.6112366,12.84326363,0.32496354,Planted/Cultivated,Fire Regime Group II
172,4.903,821.1589966,1.928120017,-0.887635827,559.8840942,11.04479122,0.489798218,Planted/Cultivated,Fire Regime Group II
173,11.156,1429.502563,1.066038489,-0.355940074,416.3153687,9.520999908,0.34585166,Planted/Cultivated,Fire Regime Group II
174,12.025,2445.922852,13.99063969,2.466632366,443.0847778,5.601391792,0.550486207,Forest,Fire Regime Group II
175,5.528,2044.137939,20.80967331,-5.606907368,407.2964783,8.467778206,0.499950737,Forest,Fire Regime Group IV
176,18.277,2705.762939,9.070051193,-0.050651606,704.5940552,5.487373829,0.6759516,Forest,Fire Regime Group V
177,6.33,2202.125488,14.28665352,-0.710112453,595.0286865,5.510618687,0.656873167,Forest,Fire Regime Group IV
178,20.061,2822.235596,18.41862297,10.79698753,800.0718384,4.049090862,0.683171093,Forest,Fire Regime Group III
179,6.208,2883.170654,10.40058804,-7.501317024,620.5540161,1.134789467,0.64923799,Forest,Fire Regime Group IV
180,6.123,1340.006348,2.023608208,2.988004684,350.4103088,14.2928791,0.34973678,Herbaceous,Fire Regime Group II
181,23.19,2684.262939,7.831615448,4.521270752,629.9919434,4.578089714,0.585367084,Forest,Fire Regime Group IV
182,13.593,2620.145508,15.33995819,0.358457029,465.0046692,5.905789375,0.474360138,Forest,Fire Regime Group III
183,5.6,1417.859497,4.096918583,1.401656866,434.789917,6.454444408,0.489788592,Shrubland,Fire Regime Group IV
184,1.542,1251.51123,0.936136723,0.050602026,386.8246155,11.09724522,0.394683599,Herbaceous,Fire Regime Group II
185,4.411,2416.589844,7.329057217,-5.708789825,569.8181152,6.133250237,0.592612624,Forest,Fire Regime Group III
186,0.998,1393.135132,1.394305468,0.489281863,364.8742065,14.08380032,0.265142441,Herbaceous,Fire Regime Group II
187,4.518,1369.875366,2.563859224,0.916525066,342.4179382,7.394052505,0.28529188,Herbaceous,Fire Regime Group II
188,4.492,1620.743896,3.420188904,-0.832008243,405.1872864,10.59787846,0.338653505,Herbaceous,Fire Regime Group II
189,11.049,1229.811035,5.013376713,-0.120323949,404.3808899,7.690400124,0.408586591,Herbaceous,Fire Regime Group II
190,1.12,1344.675903,2.738885403,-1.248059154,309.4490051,15.60424995,0.148967952,Shrubland,Fire Regime Group II
191,10.653,2166.292969,7.256433487,3.084399462,576.1013184,4.703802109,0.670416653,Shrubland,Fire Regime Group IV
192,4.392,1500.801392,2.286377907,-0.164715573,347.5136108,7.737400055,0.344278902,Herbaceous,Fire Regime Group II
193,8.791,2465.521973,10.10852718,8.48152256,489.2418823,2.535979271,0.531961083,Shrubland,Fire Regime Group IV
194,24.954,2254.79126,8.940429688,-9.383187294,610.8505859,2.818789482,0.522561133,Forest,Fire Regime Group IV
195,1.542,1251.51123,0.936136723,0.050602026,386.8246155,11.09724522,0.394683599,Herbaceous,Fire Regime Group II
196,1.03,1038.993896,1.311900854,0.042221736,435.4337463,12.3293438,0.378094524,Planted/Cultivated,Fire Regime Group II
197,3.974,2491.624023,10.14859009,-2.735330343,338.9155579,2.223888874,0.33801192,Shrubland,Fire Regime Group IV
198,1.97,744.1821289,2.306552887,0.895786524,561.6275635,11.47791195,0.509786665,Herbaceous,Fire Regime Group II
199,1.88,1713.269531,1.759581923,-2.754224062,298.6250916,13.1595211,0.19049935,Shrubland,Fire Regime Group II
200,3.243,1460.323975,1.885673523,-0.991123676,357.4660034,13.89599991,0.254650742,Herbaceous,Fire Regime Group II
201,1.015,1658.733765,1.846734643,-0.382503182,324.9333496,7.444696903,0.287773132,Shrubland,Fire Regime Group IV
202,8.221,2214.620361,2.433579683,2.015228271,532.8913574,8.651399612,0.492245644,Herbaceous,Fire Regime Group III
203,8.221,2224.419189,3.94675231,2.015228271,532.8913574,6.996881485,0.492245644,Herbaceous,Fire Regime Group II
204,6.384,2105.484619,1.603163719,1.489296794,500.9042664,7.5748353,0.384697109,Herbaceous,Fire Regime Group II
205,3.445,1583.133789,1.594504714,-0.798921406,383.3316956,8.243385315,0.422314763,Herbaceous,Fire Regime Group II
206,13.758,1468.783936,8.112212181,-1.1322335,416.4020691,6.775384426,0.539935708,Shrubland,Fire Regime Group II
207,3.445,1583.133789,1.594504714,-0.798921406,383.3316956,8.243385315,0.422314763,Herbaceous,Fire Regime Group II
208,5.744,1387.389648,1.462466955,0.553863347,522.958374,10.11128902,0.456023455,Planted/Cultivated,Fire Regime Group II
209,4.313,2100.995605,4.437342644,0.28825599,426.3725891,10.02569962,0.343740642,Forest,Fire Regime Group IV
210,3.243,2620.716064,5.428175449,-0.991123676,357.4660034,4.919489861,0.254650742,Herbaceous,Fire Regime Group IV
211,1.102,2122.087646,2.320676804,-0.123296194,432.5515442,4.72510004,0.282815695,Shrubland,Fire Regime Group III
212,1.015,1656.320801,3.64962554,-0.382503182,324.9333496,6.751989841,0.287773132,Shrubland,Fire Regime Group III
213,5.699,1689.933838,2.962572098,-0.320112914,425.2857361,10.05500031,0.378745168,Herbaceous,Fire Regime Group II
214,4.861,1188.688477,1.050541401,0.059854481,419.7037048,15.04729557,0.330886126,Herbaceous,Fire Regime Group II
215,1.542,1251.51123,0.936136723,0.050602026,386.8246155,11.09724522,0.394683599,Herbaceous,Fire Regime Group II
216,4.974,1190.883179,1.299599767,0.94482094,383.401001,11.48664665,0.355982542,Herbaceous,Fire Regime Group II
217,4.592,566.4096069,1.035616636,-0.379633427,465.6961365,12.88913536,0.573912621,Planted/Cultivated,Fire Regime Group II
218,3.57,1421.152466,3.184599161,1.83081007,327.8369141,7.421599865,0.27122131,Herbaceous,Fire Regime Group II
219,13.007,1273.883667,2.766810417,-0.993068397,390.9147034,6.963265419,0.439140618,Herbaceous,Fire Regime Group II
220,3.141,1561.74939,4.469407558,-2.700242758,369.6527405,8.056969643,0.376411051,Herbaceous,Fire Regime Group II
221,8.907,900.635437,1.016467214,-0.470413834,533.5710449,13.12892818,0.43184486,Planted/Cultivated,Fire Regime Group II
222,8.328,1200.339111,6.427920341,1.111960292,387.8337708,6.973295689,0.465711236,Shrubland,Fire Regime Group II
223,1.35,2126.736328,7.414909363,5.320160389,343.5110168,9.272828102,0.228937775,Shrubland,Fire Regime Group III
224,2.916,2160.29541,2.005353212,0.817533553,268.3733826,2.095384598,0.387574971,Shrubland,Fire Regime Group IV
225,6.209,1595.71936,10.18558025,2.876229525,416.1225891,13.6864996,0.273865074,Shrubland,Fire Regime Group III
226,2.735,2206.979736,3.553725243,2.003159761,369.5882874,8.630700111,0.267089158,Shrubland,Fire Regime Group III
227,0.494,1827.527466,6.71753931,3.899929762,412.2922058,12.69849968,0.309301466,Shrubland,Fire Regime Group III
228,4.592,1221.068848,0.967039883,-0.379633427,465.6961365,12.14036465,0.573912621,Planted/Cultivated,Fire Regime Group II
229,2.759,1516.199951,11.0110321,-5.132051945,393.2549438,14.01098919,0.286339402,Shrubland,Fire Regime Group III
230,7.183,2324.498535,4.586577415,0.533352792,476.9575195,1.448172092,0.446605504,Planted/Cultivated,Fire Regime Group III
231,2.541,1433.602295,3.650353193,-0.394654453,481.3300171,11.24327946,0.522922873,Planted/Cultivated,Fire Regime Group V
232,15.74,1161.650269,1.093007207,-0.559373856,514.5505371,9.946093559,0.419105828,Planted/Cultivated,Fire Regime Group II
233,2.519,1715.686646,1.637153149,1.045879006,455.7088013,11.0504837,0.318917453,Herbaceous,Fire Regime Group II
234,3.435,1134.016479,0.930659294,-0.360342771,384.1799622,10.00196838,0.510189116,Planted/Cultivated,Fire Regime Group II
235,7.356,862.3266602,0.876489043,0.183320314,367.2137451,12.89247417,0.529181242,Planted/Cultivated,Fire Regime Group II
