"REGION_ID","STATE","County","Empty Column 1","X","Y","Fips","LCB Mortality Rate","Smoking","PM  25","NO2","SO2","Ozone","Pop 65","Pop Black","Pop Hipanic","Pop White","Education","Poverty %","Income Equality","Uninsured","DEM","Radon Zone Class","Urban Rural","Coal Production"
3,"Alabama","Tallapoosa County",,947322.4966,1138867.713,1123,53.3,24.5,9.04,0.747,0.048341,39.92,20.4,26.72,2.42,68.96,50,21.78,5.4,12.74,198.48,"Zone-3","Nonmetro","No"
3,"Alabama","Washington County",,737348.0421,956049.341,1129,52.3,22.8,8.3,0.6358,0.042784,37.75,18.3,24.08,1.42,64.98,53,19.96,4.7,13.82,51.43,"Zone-3","Nonmetro","No"
3,"Alabama","Wilcox County",,816409.2706,1027963.482,1131,42.5,24.8,8.76,0.6241,0.02223,37.7,18.4,70.42,1.1,27.48,34,33.54,6,13.3,61.42,"Zone-3","Nonmetro","No"
3,"Arkansas","Arkansas County",,422335.6565,1257742.809,5001,58.5,24.1,9.11,0.793,0.015366,39.36,18.4,24.24,3,70.04,51,19.48,4.9,11.78,57.85,"Zone-3","Nonmetro","No"
3,"Arkansas","Ashley County",,391924.6564,1133376.502,5003,63.9,25,8.57,0.6249,0.006486,37.68,19.4,25.1,5.26,67.92,50,20.48,5.4,11.02,46.97,"Zone-3","Nonmetro","No"
3,"Arkansas","Bradley County",,354204.4236,1162472.481,5011,69.9,25,8.32,0.5579,0.009467,37.67,18.4,27.36,14.74,56,46,26.32,5.8,16.12,56.66,"Zone-3","Nonmetro","No"
3,"Arkansas","Bradley County",,354204.4236,1162472.481,5011,69.9,25,8.32,0.5579,0.009467,37.67,18.4,27.36,14.74,56,46,26.32,5.8,16.12,56.66,"Zone-3","Nonmetro","No"
3,"Arkansas","Calhoun County",,322441.5019,1171500.858,5013,88.5,26.2,8.25,0.5574,0.011086,37.68,20.8,21.66,3.86,72.44,53,17.98,4.8,11.92,60.42,"Zone-3","Nonmetro","No"
3,"Arkansas","Chicot County",,435421.231,1143899.148,5017,78.2,25.9,8.68,0.816,0.005956,38.49,19.5,53.52,5.46,39.4,42,32.6,6.9,12.9,37.48,"Zone-3","Nonmetro","No"
3,"Arkansas","Clark County",,258696.4416,1224518.294,5019,61,21.8,7.95,0.5572,0.012473,38.79,16.1,23.72,4.56,69.22,60,23.12,4.9,11.3,100.82,"Zone-3","Nonmetro","No"
3,"Arkansas","Clay County",,496062.5084,1494564.049,5021,88.2,26.7,9.44,1.3381,0.017356,40.67,20.8,0.66,1.9,95.68,47,20.44,4.9,13,93.02,"Zone-3","Nonmetro","No"
3,"Arkansas","Cleburne County",,356975.247,1394535.948,5023,55.3,23.4,7.97,0.6631,0.020001,39.39,26.5,0.42,2.42,94.86,47,16.06,4.5,12.72,225.34,"Zone-3","Nonmetro","No"
3,"Arkansas","Cleveland County",,350188.7783,1210634.808,5025,74.8,23.6,8.43,0.5829,0.019136,37.94,20.1,11.42,2.18,84.66,52,16.94,4.3,10.94,71.4,"Zone-3","Medium/small metro","No"
3,"Arkansas","Columbia County",,256754.7548,1130947.154,5027,55.6,22.4,7.87,0.5266,0.012994,38.7,16.9,35.4,2.7,59.28,55,23.96,6.3,12.4,92.1,"Zone-3","Nonmetro","No"
3,"Arkansas","Conway County",,297531.8217,1361313.732,5029,53.5,25.2,8.31,0.8207,0.011829,39.15,18.8,11.32,3.98,81.5,48,19.8,5.1,12.16,154.04,"Zone-3","Nonmetro","No"
3,"Arkansas","Craighead County",,480321.0855,1433405.663,5031,47.2,23.3,9.59,1.3677,0.020068,40.54,13.3,14.66,4.86,77.48,63,18.68,4.7,12.5,78.29,"Zone-3","Medium/small metro","No"
3,"Arkansas","Crawford County",,157810.2161,1394155.534,5033,62.5,24.4,7.71,0.664,0.008536,40.8,16.1,1.38,7.14,85.12,54,17.74,4.1,13.56,288.84,"Zone-3","Medium/small metro","No"
3,"Arkansas","Crittenden County",,513412.7897,1365386.885,5035,68.1,26.2,9.62,1.7305,0.019591,40.42,13.3,52.1,2.4,43.38,53,25.26,4.8,10.06,63.82,"Zone-3","Large fringe metro","No"
3,"Arkansas","Cross County",,471183.736,1372833.132,5037,82.5,26.3,9.6,1.2934,0.020914,40.48,18,22.9,1.92,73.06,42,20.74,4.6,11.3,72.02,"Zone-3","Nonmetro","No"
3,"Arkansas","Dallas County",,306848.4113,1216976.821,5039,57.2,25.3,8.14,0.5361,0.017913,38.05,21.3,41.56,2.96,53.34,51,21.5,3.9,11.42,91.83,"Zone-3","Nonmetro","No"
3,"Arkansas","Desha County",,435913.8349,1207239.844,5041,63.1,25.7,8.92,0.7884,0.008344,38.77,18.1,46.66,5.44,46.12,42,29.22,5.2,12.1,46.41,"Zone-3","Nonmetro","No"
3,"Arkansas","Drew County",,394404.8698,1178013.43,5043,50.1,23.4,8.57,0.6364,0.009547,38.02,16.7,27.98,3.08,66.72,58,22.78,6.2,11.68,61.3,"Zone-3","Nonmetro","No"
3,"Arkansas","Faulkner County",,331289.0617,1349668.8,5045,54.3,21.2,8.61,1.0132,0.02141,39.29,11.8,11.38,4.06,80.84,67,14.96,4.6,10.64,127.06,"Zone-3","Medium/small metro","No"
3,"Arkansas","Franklin County",,189625.6278,1386218.18,5047,71.7,25.6,7.76,0.6601,0.006207,40.47,18.9,0.82,2.96,92.36,52,18.58,5.3,12.72,261.29,"Zone-3","Nonmetro","No"
3,"Arkansas","Grant County",,326626.6293,1253536.526,5053,60.1,25.1,8.49,0.6541,0.029214,38.47,17.2,2.74,2.54,92.68,60,12.94,5.1,9.94,88.23,"Zone-3","Medium/small metro","No"
3,"Arkansas","Greene County",,485077.6864,1465822.724,5055,60.4,25.4,9.49,1.3722,0.017669,40.61,15.6,1.16,2.74,93.9,56,17.16,4.2,10.78,93.66,"Zone-3","Nonmetro","No"
3,"Arkansas","Hempstead County",,214525.827,1188055.448,5057,49.2,24.5,7.65,0.5826,0.01517,39.68,17.6,29.48,12.64,55.24,49,24.22,4.5,14.58,111.28,"Zone-3","Nonmetro","No"
3,"Arkansas","Hot Spring County",,278873.2242,1254962.935,5059,61.7,25.3,8.05,0.5804,0.018097,38.89,18.3,11.28,3.34,82.74,51,18.26,4.5,11.16,140.84,"Zone-3","Nonmetro","No"
3,"Arkansas","Howard County",,183788.2959,1226838.439,5061,68.2,25.4,7.46,0.564,0.016622,40.59,17.5,20.48,11.58,65.02,57,19.52,5,16,182.38,"Zone-3","Nonmetro","No"
3,"Arkansas","Jackson County",,429625.2692,1404670.075,5067,81.1,27.6,9.31,1.1129,0.028638,40.06,17.3,17.42,2.86,77.1,41,26.18,5,12.42,77.43,"Zone-3","Nonmetro","No"
3,"Arkansas","Jefferson County",,371628.2943,1252982.597,5069,60.7,25.5,8.86,0.7432,0.029447,38.48,16.3,55.68,1.96,39.82,49,25.26,5,9.9,71,"Zone-3","Medium/small metro","No"
3,"Arkansas","Johnson County",,228180.1822,1393640.817,5071,55.4,25.3,7.49,0.5347,0.005263,40.14,16,1.62,13.82,80.42,39,20.26,4.6,15.62,318.55,"Zone-3","Nonmetro","No"
3,"Arkansas","Lafayette County",,221537.5884,1132961.495,5073,54,24.1,7.79,0.6212,0.019802,39.5,22.8,36.64,2.26,59.5,46,26.42,6.5,14.42,82.75,"Zone-3","Nonmetro","No"
3,"Arkansas","Lawrence County",,436707.5398,1454580.204,5075,83.3,25.5,8.84,1.1095,0.02391,39.97,19.2,0.94,1.34,95.78,57,22.42,4.9,11.66,94.65,"Zone-3","Nonmetro","No"
3,"Arkansas","Lee County",,473424.8955,1315286.981,5077,44.4,28,9.19,1.2408,0.01463,40.09,18.4,53.92,2.6,41.14,34,38.16,6.4,12.36,61.1,"Zone-3","Nonmetro","No"
3,"Arkansas","Lincoln County",,391302.5952,1219018.366,5079,63,27,8.66,0.6505,0.016788,38.44,14.6,30.2,3.62,64.56,29,28.44,4.6,13.32,65.21,"Zone-3","Medium/small metro","No"
3,"Arkansas","Little River County",,162556.8087,1183225.108,5081,51.3,24.7,7.56,0.7391,0.033198,40.57,20.4,19.62,3.38,73.08,48,18.74,5,11.96,102.83,"Zone-3","Medium/small metro","No"
3,"Arkansas","Logan County",,206087.9587,1353403.041,5083,66.5,25.9,7.75,0.7375,0.006569,40.32,19.2,1.4,2.82,91.04,46,19.88,4.2,12.34,214.55,"Zone-3","Nonmetro","No"
3,"Arkansas","Lonoke County",,373299.2293,1307381.435,5085,65.7,23,9.05,0.9615,0.031941,39.54,12.8,6.08,4.24,86.5,61,12.32,4,10.12,73.62,"Zone-3","Medium/small metro","No"
3,"Arkansas","Madison County",,203229.8493,1442388.352,5087,67.2,26.1,7.11,0.4241,0.005052,41.02,18.4,0.34,5.44,90.16,39,19.3,4.5,16.6,511.11,"Zone-3","Medium/small metro","No"
3,"Arkansas","Miller County",,195029.3472,1140265.061,5091,57.6,27.1,7.64,0.6813,0.029239,40.16,16,24.72,3.18,69.2,53,21.56,5,11.28,85.28,"Zone-3","Medium/small metro","No"
3,"Arkansas","Mississippi County",,532470.4543,1428975.558,5093,68.7,27.5,9.47,1.4544,0.018195,41.28,14.1,34.92,4.06,58.94,48,25.84,5.2,11.32,70.65,"Zone-3","Nonmetro","No"
3,"Arkansas","Monroe County",,435774.9556,1301719.597,5095,96.6,26.3,9.27,1.0413,0.015819,39.72,22.4,39.86,2.44,54.88,40,28.4,5.5,12.9,54.93,"Zone-3","Nonmetro","No"
3,"Arkansas","Nevada County",,247970.8945,1180864.704,5099,75.8,26.1,7.79,0.5705,0.011814,39.01,19.9,30.5,3.54,63.64,50,23.26,4.1,11.26,97.35,"Zone-3","Nonmetro","No"
3,"Arkansas","Newton County",,248778.5402,1433394.497,5101,61,24.1,7.01,0.4091,0.004457,40.63,24.6,0.26,1.76,94.12,46,22.96,4.8,13.8,490.96,"Zone-3","Nonmetro","No"
3,"Arkansas","Ouachita County",,287345.1173,1174251.825,5103,59.3,25.3,8.02,0.5358,0.011051,38.01,19.1,39.82,2.16,55.48,54,23.98,5.5,9.86,65.65,"Zone-3","Nonmetro","No"
3,"Arkansas","Perry County",,277874.0963,1325399.075,5105,70.1,25.7,7.86,0.6327,0.013969,39.38,19,2.08,2.86,92.28,56,17.06,3.8,12.36,187.55,"Zone-3","Medium/small metro","No"
3,"Arkansas","Phillips County",,469554.445,1275605.39,5107,58.8,26.9,9.07,1.0381,0.010632,39.86,17.6,61.32,1.8,35.14,48,36.1,5.1,11.46,53.6,"Zone-3","Nonmetro","No"
3,"Arkansas","Pike County",,214452.0054,1235896.943,5109,69.9,24.8,7.56,0.5273,0.012019,40.01,20.1,3.3,6.56,87.46,59,20.26,4.3,17.56,185.79,"Zone-3","Nonmetro","No"
3,"Arkansas","Poinsett County",,479240.9242,1404530.665,5111,81.7,28.2,9.81,1.2603,0.021405,40.83,17.5,7.98,2.82,87.26,45,24.22,4.1,12.28,70.93,"Zone-3","Medium/small metro","No"
3,"Arkansas","Polk County",,161456.3368,1270801.319,5113,64.8,25.8,7.16,0.4525,0.013583,41.84,22.2,0.42,6.54,88.26,49,23.44,4,15.62,369.58,"Zone-3","Nonmetro","No"
3,"Arkansas","Pope County",,266862.4365,1381043.102,5115,57.2,23,7.7,0.6029,0.006779,39.52,15.1,3.1,8.54,84.58,54,18.9,4.9,13.38,263.24,"Zone-3","Nonmetro","No"
3,"Arkansas","Prairie County",,403371.9341,1317212.819,5117,51.2,24.4,9.29,0.8998,0.024086,39.7,22.9,11.94,1.38,85.1,57,19.46,4.4,14.14,63.31,"Zone-3","Nonmetro","No"
3,"Arkansas","Pulaski County",,334765.1331,1307555.833,5119,46.5,21.3,8.96,1.0532,0.030662,38.78,14.5,36.08,6.04,53.42,68,17.72,4.9,11.18,106.9,"Zone-3","Medium/small metro","No"
3,"Arkansas","St. Francis County",,474973.4109,1342390.793,5123,59.6,27.1,9.35,1.3514,0.017983,40.25,15.2,52.2,4.74,40.7,43,33.06,5.2,11.44,66.64,"Zone-3","Nonmetro","No"
3,"Arkansas","Saline County",,302180.008,1292556.533,5125,51.4,22.7,8.2,0.749,0.024658,38.72,17.2,6.76,4.4,85.92,65,9.62,3.6,9.28,168.85,"Zone-3","Medium/small metro","No"
3,"Arkansas","Scott County",,175621.6712,1313055.744,5127,54.9,26.6,7.33,0.5546,0.009018,41.08,19.9,0.66,7.6,84.3,44,21.96,4.9,15.82,297.17,"Zone-3","Nonmetro","No"
3,"Arkansas","Sebastian County",,155813.0466,1350516.749,5131,57.1,24.6,7.89,0.8144,0.008718,40.64,15.2,6.46,13.7,70.5,52,20.64,4.7,14.78,201.33,"Zone-3","Medium/small metro","Yes"
3,"Arkansas","Sevier County",,161324.8127,1216143.217,5133,51.8,24.8,7.46,0.6282,0.02373,40.83,14.1,4.04,32.92,58.2,38,21.8,4.2,21.96,137.74,"Zone-3","Nonmetro","No"
3,"Arkansas","Union County",,315228.8032,1128070.39,5139,67.2,25,8.16,0.5566,0.008431,37.62,16.9,32.52,3.82,61.2,53,20.6,5.5,12.12,63.01,"Zone-3","Nonmetro","No"
3,"Arkansas","Van Buren County",,312908.4832,1397513.836,5141,53.2,25.6,7.49,0.619,0.010345,39.14,25.3,0.54,3.02,93.56,37,19.28,4.8,14.32,310.22,"Zone-3","Nonmetro","No"
3,"Arkansas","Washington County",,159433.1948,1437877.144,5143,41,22,7.57,0.6097,0.008461,41,11.1,3.24,16.38,72.02,61,18.44,4.7,15.06,434.88,"Zone-3","Medium/small metro","No"
3,"Arkansas","White County",,383682.6063,1364050.577,5145,61.5,22.4,8.97,0.9322,0.02551,39.55,15.8,4.42,4.22,88.32,53,18.28,5,12.12,105.04,"Zone-3","Nonmetro","No"
3,"Arkansas","Woodruff County",,429367.2299,1358372.258,5147,63.1,26.4,9.4,1.0931,0.023766,40.02,22.3,26.32,1.7,69.72,39,26.66,6.3,13.76,61.16,"Zone-3","Nonmetro","No"
3,"Arkansas","Yell County",,234284.15,1330289.996,5149,60.7,25.3,7.72,0.5815,0.0076,39.72,17,1.58,19.42,75.84,41,18.9,4.5,17.18,198.39,"Zone-3","Nonmetro","No"
4,"California","Butte County",,-2150252.492,2140994.288,6007,40.5,18.3,5.77,0.7151,0.000101,42.92,17.7,1.5,15.74,73.08,69,21.2,5.5,10.42,471.51,"Zone-3","Medium/small metro","No"
4,"California","Colusa County",,-2217214.631,2102795.251,6011,29.2,16.8,5.53,0.8195,0.000101,38.47,13.8,0.92,58.5,36.22,48,13,3.9,14.94,240.9,"Zone-3","Nonmetro","No"
4,"California","Del Norte County",,-2270489.272,2417815.955,6015,40.7,21.8,3.73,0.2874,0.000101,33.05,16.7,3.22,19.34,63.12,41,23.46,5.6,10.74,663.6,"Zone-3","Nonmetro","No"
4,"California","Glenn County",,-2217111.972,2151816.274,6021,52.2,17.7,5,0.5856,0.000101,39.94,15.4,0.78,40.92,52.36,44,17.74,5.4,14.38,402.8,"Zone-3","Nonmetro","No"
4,"California","Humboldt County",,-2302676.8,2305251.467,6023,36.3,19.3,3.46,0.2891,0.000101,30.43,16.7,1.18,11.08,75.12,68,21.08,4.7,12.26,536.7,"Zone-3","Nonmetro","No"
4,"California","Imperial County",,-1785154,1290267.036,6025,22.8,15,7.48,0.6728,0.000101,44.61,12.5,2.52,82.98,11.74,54,23.4,5.8,12.86,109.82,"Zone-3","Medium/small metro","No"
4,"California","Kings County",,-2103384.742,1712092.444,6031,38.7,16.6,9.89,1.4552,0.000101,47.63,9.7,6.14,53.7,33.16,50,21.6,4.3,11.66,118.65,"Zone-3","Medium/small metro","No"
4,"California","Lake County",,-2262141.278,2106544.859,6033,49.3,20.4,3.32,0.5392,0.000101,35.34,21.7,1.78,19.54,71.58,48,22.78,5.3,12.74,716.95,"Zone-3","Nonmetro","No"
4,"California","Lassen County",,-2038744.849,2227611.966,6035,36.8,20.1,3.67,0.2847,0.000101,43.31,13.3,8.1,18.6,65.98,36,19.12,4.7,7.58,1635.73,"Zone-3","Nonmetro","No"
4,"California","Marin County",,-2291618.459,1995396.41,6041,21.6,11.5,5.2,1.9938,0.000101,29.86,21,2.54,15.96,72.06,76,8.26,5.8,7.46,135.59,"Zone-3","Large fringe metro","No"
4,"California","Mendocino County",,-2303830.436,2158440.063,6045,36.2,18.8,3.18,0.3677,0.000101,31.61,20.4,0.72,24.5,65.88,56,20.06,5.1,13.98,552.03,"Zone-3","Nonmetro","No"
4,"California","Merced County",,-2149157.533,1853334.408,6047,36,16.6,9.24,1.6432,0.000101,44.88,10.9,3.1,58.2,28.94,47,24,4.6,12.48,119.7,"Zone-3","Medium/small metro","No"
4,"California","Modoc County",,-2022988.558,2329663.146,6049,28.4,18.5,3.56,0.2348,0.000101,40.82,25.7,1.04,14.9,77.38,49,19.7,4.2,13.78,1518.13,"Zone-3","Nonmetro","No"
4,"California","Napa County",,-2245548.226,2032658.383,6055,33.4,13.2,5.04,1.635,0.000101,33.55,18,1.98,33.84,53.38,62,9.28,4.5,10.64,282.93,"Zone-3","Medium/small metro","No"
4,"California","Orange County",,-1985466.246,1410112.568,6059,27.3,11.5,10.98,5.21,0.000101,41.35,13.9,1.6,34.28,41.52,69,12.64,4.8,11.64,214.26,"Zone-3","Large central metro","No"
4,"California","Sacramento County",,-2165232.168,2003551.843,6067,36,15.7,8.27,2.8681,0.000101,40.58,13.4,9.8,22.76,46.06,66,17.94,4.8,9.36,29.53,"Zone-3","Large central metro","No"
4,"California","San Diego County",,-1909574.87,1316234.036,6073,29.9,13.1,7.43,1.6545,0.000101,42.03,13.3,4.74,33.38,46.34,71,14.28,4.8,11.22,600.17,"Zone-3","Large central metro","No"
4,"California","San Joaquin County",,-2174263.412,1946260.784,6077,35.6,16.6,8.57,3.1443,0.000101,39.63,12.2,7,40.84,33.32,51,18.22,4.9,11.06,49.28,"Zone-3","Medium/small metro","No"
4,"California","Shasta County",,-2153086.26,2269411.386,6089,46.8,19.7,4.07,0.4072,0.000101,38.35,19.9,0.94,9.6,80.6,68,17.54,4.8,10.74,929.2,"Zone-3","Medium/small metro","No"
4,"California","Siskiyou County",,-2167666.291,2370091.862,6093,38.8,19.2,3.95,0.3214,0.000101,37.75,24,1.36,12.14,77.08,61,20.82,4.5,12.02,1305.02,"Zone-3","Nonmetro","No"
4,"California","Solano County",,-2219662.938,1997853.508,6095,35.6,14.7,7.35,3.0805,0.000101,34.92,14.7,13.8,25.9,39.1,64,12.56,4.3,8.62,52.72,"Zone-3","Medium/small metro","No"
4,"California","Sonoma County",,-2291018.826,2048296.819,6097,31.3,14.6,4.43,1.1482,0.000101,30.6,18.2,1.52,26.38,64.3,65,11.24,4.4,10.9,223.83,"Zone-3","Medium/small metro","No"
4,"California","Stanislaus County",,-2162312.621,1899377.574,6099,38.4,16.9,8.72,2.116,0.000101,42.66,12.6,2.58,44.86,43.52,52,18.8,4.6,11.16,155.35,"Zone-3","Medium/small metro","No"
4,"California","Sutter County",,-2176828.727,2074846.581,6101,38.3,16.5,7.24,1.9554,0.000101,40.08,14.8,2,30.26,47.26,55,17.16,4.6,13.08,23.55,"Zone-3","Medium/small metro","No"
4,"California","Tehama County",,-2188079.389,2205051.276,6103,41.2,19.7,4.49,0.5414,0.000101,40.35,18.9,0.72,24.38,69.02,50,20.36,4.5,11.34,656.58,"Zone-3","Nonmetro","No"
4,"California","Trinity County",,-2242989.009,2281865.2,6105,36.7,19.8,3.55,0.3369,0.000101,36.05,26.3,0.5,7.28,82.62,62,20.94,5.3,12.02,1168.61,"Zone-3","Nonmetro","No"
4,"California","Yolo County",,-2204404.971,2042041.544,6113,30.1,12.4,6.7,2.3228,0.000101,38.45,11.8,2.42,31.52,47.72,70,18.18,6.2,9.74,108.95,"Zone-3","Large fringe metro","No"
1,"Connecticut","Hartford County",,1900269.968,2323058.093,9003,33.8,15,7.1,2.2882,0.004815,38.3,16.5,12.98,17.32,62.74,69,11.7,5,6.6,99.26,"Zone-3","Large central metro","No"
3,"Delaware","Kent County",,1737530.538,1972072.594,10001,47.9,22.6,9.23,2.9493,0.041628,41.03,16.3,24.36,6.92,62.78,60,13.76,4.1,8.32,11.89,"Zone-3","Medium/small metro","No"
3,"Delaware","Sussex County",,1762733.34,1928788.66,10005,46.1,21.2,8.65,2.8079,0.034423,41.52,26.1,12.16,9.34,74.98,52,13.66,4,10.38,9.79,"Zone-3","Medium/small metro","No"
3,"District of Columbia","District Of Columbia",,1620145.774,1926595.621,11001,33.8,17.6,9.79,4.9402,0.087882,38.72,11.9,46.72,10.6,36.18,81,18.44,7.3,5.22,43.2,"Zone-3","Large central metro","No"
3,"Florida","Baker County",,1312076.982,900951.5536,12003,56.6,24,7.42,0.6761,0.017354,37.67,13.8,13.46,2.46,81.6,44,18.24,4.3,13.24,43.73,"Zone-3","Large fringe metro","No"
3,"Florida","Bay County",,995258.6199,853221.6006,12005,45.9,24.6,7.76,0.4408,0.011161,39.13,16.5,10.92,6,77.32,60,16.3,4.3,16.1,21.38,"Zone-3","Medium/small metro","No"
3,"Florida","Bradford County",,1329251.395,860692.8076,12007,48.6,21.3,7.1,0.7503,0.023851,37.83,17.8,18.92,3.86,74.6,39,21.48,5.6,14.58,44.89,"Zone-3","Nonmetro","No"
3,"Florida","Brevard County",,1495501.452,700690.5669,12009,50,19.3,6.14,0.5818,0.004098,38.85,23.1,9.98,9.66,75.46,67,14.48,4.4,15.64,8.15,"Zone-3","Medium/small metro","No"
3,"Florida","Broward County",,1557577.253,471887.7456,12011,32.4,22.2,6.37,1.0817,0.00481,33.83,15.9,27.62,28.16,38.72,67,14.48,4.8,18.86,6.59,"Zone-3","Large fringe metro","No"
3,"Florida","Calhoun County",,1033881.383,873281.0355,12013,74.4,25.1,7.7,0.4505,0.008756,37.45,18.4,13.1,5.76,77.16,43,22.84,4.4,17.06,36.21,"Zone-3","Nonmetro","No"
3,"Florida","Charlotte County",,1403406.171,531558.6164,12015,42.5,24.8,7.03,0.5251,0.003189,37.44,39,5.62,6.84,84.58,53,13.02,4.1,18.52,10.4,"Zone-3","Medium/small metro","No"
3,"Florida","Clay County",,1358311.28,868759.325,12019,51.4,22.1,7.06,0.8586,0.02619,37.88,14.9,10.38,9.4,74.2,65,10.58,3.8,12.98,34.33,"Zone-3","Large fringe metro","No"
3,"Florida","Collier County",,1472615.201,453662.7502,12021,26.1,20,6.58,0.4644,0.00172,36.06,30.9,6.64,26.92,64,50,13.38,4.5,24.52,9.01,"Zone-3","Medium/small metro","No"
3,"Florida","Desoto County",,1408911.28,563675.7766,12027,40.2,22.5,7.08,0.6898,0.004695,36.69,21.3,12.32,30.7,55.14,23,30.58,3.9,28,19.89,"Zone-3","Nonmetro","No"
3,"Florida","Dixie County",,1239772.687,809786.6245,12029,65.2,25.6,7.07,0.5377,0.026,37.36,22.7,9.22,3.92,84.52,35,27.24,4.3,16.64,15.48,"Zone-3","Nonmetro","No"
3,"Florida","Duval County",,1370331.521,909756.5798,12031,46.6,23.4,7.36,0.9951,0.026484,38.18,13.4,29.2,8.94,54.44,66,16.76,4.5,14.76,15.5,"Zone-3","Large central metro","No"
3,"Florida","Escambia County",,824631.3619,881054.5827,12033,53.4,24.5,7.74,0.7377,0.027372,40.26,16.2,22.46,5.5,65.14,68,16.26,3.9,14.08,45.45,"Zone-3","Medium/small metro","No"
